Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,3,20:00,45,1,1.44%,316,196,3,1.71%,329,386,5,1.36%,342,215,4,2.01%,317
August,3,20:30,38,1,2.65%,308,169,2,1.1%,321,334,2,0.68%,337,188,2,0.99%,311
August,3,21:00,29,1,2.97%,310,140,2,1.09%,321,279,1,0.28%,336,153,5,2.96%,317
August,3,21:30,22,0,1.63%,317,117,1,0.72%,322,231,1,0.28%,335,132,2,1.17%,319
August,3,22:00,18,0,0.67%,320,95,1,0.89%,316,190,1,0.48%,331,108,1,0.98%,320
August,3,22:30,13,2,13.16%,311,75,1,0.78%,308,151,0,0.33%,323,90,1,0.67%,316
August,3,23:00,10,1,6.74%,330,56,0,0.69%,299,116,0,0.2%,320,70,0,0.37%,316
August,3,23:30,8,0,2.57%,296,43,0,0.57%,300,92,0,0.28%,319,55,0,0.62%,311
August,4,0:00,5,0,1.71%,393,30,1,1.74%,310,64,0,0.63%,325,39,0,0.74%,313
August,4,0:30,4,0,2.31%,337,21,0,0.84%,298,48,0,0.36%,321,27,0,0.27%,325
August,4,1:00,3,0,2.28%,371,10,0,2.09%,356,35,0,0.94%,317,21,0,0.5%,340
August,4,1:30,2,0,2.8%,323,6,0,3.25%,321,26,0,1.08%,319,16,0,1.1%,332
August,4,2:00,2,0,0.9%,371,4,0,1.6%,334,18,0,2.64%,296,11,0,2.83%,334
August,4,2:30,2,0,0.43%,331,3,0,0.87%,367,16,0,2.29%,314,8,0,1.61%,335
August,4,3:00,2,0,0.33%,343,3,0,0.62%,376,12,0,3.21%,322,3,0,4.17%,390
August,4,3:30,2,0,0.0%,386,3,0,0.0%,318,11,0,0.34%,334,2,0,2.99%,285
August,4,4:00,2,0,0.0%,273,2,0,1.54%,301,10,0,1.15%,337,2,0,2.39%,436
August,4,4:30,2,0,0.0%,253,2,0,1.37%,282,10,0,1.1%,326,3,0,5.0%,355
August,4,5:00,2,0,0.0%,273,2,0,0.73%,347,12,0,0.8%,333,3,0,2.44%,294
August,4,5:30,2,0,0.76%,318,3,0,1.52%,323,15,0,1.36%,300,3,0,0.27%,324
August,4,6:00,2,0,2.7%,275,4,0,3.07%,314,24,0,0.37%,270,10,0,1.36%,243
August,4,6:30,4,1,16.15%,280,6,2,27.26%,367,42,1,1.7%,262,19,1,4.5%,266
August,4,7:00,8,1,7.09%,277,19,0,1.22%,269,74,0,0.49%,264,33,0,0.79%,266
August,4,7:30,13,1,5.95%,326,31,1,3.09%,289,120,1,1.05%,261,55,1,0.98%,273
August,4,8:00,38,0,1.14%,269,60,0,0.58%,281,219,1,0.41%,281,99,1,0.56%,277
August,4,8:30,66,1,1.37%,299,92,1,1.28%,302,320,2,0.53%,298,145,2,1.06%,287
August,4,9:00,97,1,0.7%,299,147,1,0.44%,299,453,2,0.36%,305,214,2,0.76%,288
August,4,9:30,123,1,0.68%,309,187,1,0.61%,313,573,6,0.97%,313,262,4,1.43%,293
August,4,10:00,144,1,0.45%,308,230,1,0.63%,314,676,5,0.67%,317,311,4,1.36%,300
August,4,10:30,168,1,0.45%,306,258,5,2.11%,326,748,9,1.19%,326,346,10,2.95%,308
August,4,11:00,179,1,0.34%,311,286,3,0.92%,328,800,5,0.66%,332,377,5,1.36%,312
August,4,11:30,185,1,0.55%,315,313,5,1.59%,330,834,8,0.98%,335,395,5,1.16%,313
August,4,12:00,190,2,0.81%,313,339,3,0.85%,330,843,8,0.9%,335,410,4,1.02%,312
August,4,12:30,194,2,1.08%,312,347,5,1.51%,335,847,12,1.42%,337,415,6,1.53%,312
August,4,13:00,194,2,0.86%,316,360,4,1.19%,329,838,6,0.72%,341,410,6,1.51%,315
August,4,13:30,194,1,0.49%,317,367,6,1.77%,329,830,10,1.26%,340,413,7,1.72%,316
August,4,14:00,197,1,0.45%,318,385,6,1.5%,331,839,7,0.87%,342,429,6,1.32%,315
August,4,14:30,201,2,0.92%,319,387,6,1.48%,336,843,10,1.21%,341,431,10,2.24%,319
August,4,15:00,199,2,0.79%,317,385,3,0.73%,333,827,5,0.54%,343,426,5,1.26%,319
August,4,15:30,200,2,1.16%,317,384,3,0.87%,332,819,7,0.86%,345,422,8,1.87%,317
August,4,16:00,198,1,0.5%,326,382,2,0.61%,336,808,4,0.51%,343,426,4,0.94%,321
August,4,16:30,190,0,0.22%,318,368,2,0.58%,336,778,3,0.38%,345,408,3,0.86%,321
August,4,17:00,168,1,0.84%,319,349,2,0.7%,337,733,5,0.68%,344,386,4,0.97%,323
August,4,17:30,147,1,0.77%,318,331,3,0.77%,339,683,5,0.68%,341,360,4,1.13%,319
August,4,18:00,129,1,0.46%,316,306,3,0.97%,337,626,5,0.8%,343,330,2,0.58%,320
August,4,18:30,110,1,0.61%,325,275,2,0.89%,333,558,4,0.68%,345,292,1,0.51%,321
August,4,19:00,74,0,0.35%,330,247,3,1.06%,331,498,4,0.74%,343,269,3,0.95%,314
August,4,19:30,58,0,0.73%,317,224,2,0.72%,326,443,5,1.23%,342,245,4,1.55%,326
August,4,20:00,45,1,1.44%,316,196,3,1.71%,329,386,5,1.36%,342,215,4,2.01%,317
August,4,20:30,38,1,2.65%,308,169,2,1.1%,321,334,2,0.68%,337,188,2,0.99%,311
August,4,21:00,29,1,2.97%,310,140,2,1.09%,321,279,1,0.28%,336,153,5,2.96%,317
August,4,21:30,22,0,1.63%,317,117,1,0.72%,322,231,1,0.28%,335,132,2,1.17%,319
August,4,22:00,18,0,0.67%,320,95,1,0.89%,316,190,1,0.48%,331,108,1,0.98%,320
August,4,22:30,13,2,13.16%,311,75,1,0.78%,308,151,0,0.33%,323,90,1,0.67%,316
August,4,23:00,10,1,6.74%,330,56,0,0.69%,299,116,0,0.2%,320,70,0,0.37%,316
August,4,23:30,8,0,2.57%,296,43,0,0.57%,300,92,0,0.28%,319,55,0,0.62%,311
August,5,0:00,5,0,1.71%,393,30,1,1.74%,310,64,0,0.63%,325,39,0,0.74%,313
August,5,0:30,4,0,2.31%,337,21,0,0.84%,298,48,0,0.36%,321,27,0,0.27%,325
August,5,1:00,3,0,2.28%,371,10,0,2.09%,356,35,0,0.94%,317,21,0,0.5%,340
August,5,1:30,2,0,2.8%,323,6,0,3.25%,321,26,0,1.08%,319,16,0,1.1%,332
August,5,2:00,2,0,0.9%,371,4,0,1.6%,334,18,0,2.64%,296,11,0,2.83%,334
August,5,2:30,2,0,0.43%,331,3,0,0.87%,367,16,0,2.29%,314,8,0,1.61%,335
August,5,3:00,2,0,0.33%,343,3,0,0.62%,376,12,0,3.21%,322,3,0,4.17%,390
August,5,3:30,2,0,0.0%,386,3,0,0.0%,318,11,0,0.34%,334,2,0,2.99%,285
August,5,4:00,2,0,0.0%,273,2,0,1.54%,301,10,0,1.15%,337,2,0,2.39%,436
August,5,4:30,2,0,0.0%,253,2,0,1.37%,282,10,0,1.1%,326,3,0,5.0%,355
August,5,5:00,2,0,0.0%,273,2,0,0.73%,347,12,0,0.8%,333,3,0,2.44%,294
August,5,5:30,2,0,0.76%,318,3,0,1.52%,323,15,0,1.36%,300,3,0,0.27%,324
August,5,6:00,2,0,2.7%,275,4,0,3.07%,314,24,0,0.37%,270,10,0,1.36%,243
August,5,6:30,4,1,16.15%,280,6,2,27.26%,367,42,1,1.7%,262,19,1,4.5%,266
August,5,7:00,8,1,7.09%,277,19,0,1.22%,269,74,0,0.49%,264,33,0,0.79%,266
August,5,7:30,13,1,5.95%,326,31,1,3.09%,289,120,1,1.05%,261,55,1,0.98%,273
August,5,8:00,38,0,1.14%,269,60,0,0.58%,281,219,1,0.41%,281,99,1,0.56%,277
August,5,8:30,66,1,1.37%,299,92,1,1.28%,302,320,2,0.53%,298,145,2,1.06%,287
August,5,9:00,97,1,0.7%,299,147,1,0.44%,299,453,2,0.36%,305,214,2,0.76%,288
August,5,9:30,123,1,0.68%,309,187,1,0.61%,313,573,6,0.97%,313,262,4,1.43%,293
August,5,10:00,144,1,0.45%,308,230,1,0.63%,314,676,5,0.67%,317,311,4,1.36%,300
August,5,10:30,168,1,0.45%,306,258,5,2.11%,326,748,9,1.19%,326,346,10,2.95%,308
August,5,11:00,179,1,0.34%,311,286,3,0.92%,328,800,5,0.66%,332,377,5,1.36%,312
August,5,11:30,185,1,0.55%,315,313,5,1.59%,330,834,8,0.98%,335,395,5,1.16%,313
August,5,12:00,190,2,0.81%,313,339,3,0.85%,330,843,8,0.9%,335,410,4,1.02%,312
August,5,12:30,194,2,1.08%,312,347,5,1.51%,335,847,12,1.42%,337,415,6,1.53%,312
August,5,13:00,194,2,0.86%,316,360,4,1.19%,329,838,6,0.72%,341,410,6,1.51%,315
August,5,13:30,194,1,0.49%,317,367,6,1.77%,329,830,10,1.26%,340,413,7,1.72%,316
August,5,14:00,197,1,0.45%,318,385,6,1.5%,331,839,7,0.87%,342,429,6,1.32%,315
August,5,14:30,201,2,0.92%,319,387,6,1.48%,336,843,10,1.21%,341,431,10,2.24%,319
August,5,15:00,199,2,0.79%,317,385,3,0.73%,333,827,5,0.54%,343,426,5,1.26%,319
August,5,15:30,200,2,1.16%,317,384,3,0.87%,332,819,7,0.86%,345,422,8,1.87%,317
August,5,16:00,198,1,0.5%,326,382,2,0.61%,336,808,4,0.51%,343,426,4,0.94%,321
August,5,16:30,190,0,0.22%,318,368,2,0.58%,336,778,3,0.38%,345,408,3,0.86%,321
August,5,17:00,168,1,0.84%,319,349,2,0.7%,337,733,5,0.68%,344,386,4,0.97%,323
August,5,17:30,147,1,0.77%,318,331,3,0.77%,339,683,5,0.68%,341,360,4,1.13%,319
August,5,18:00,129,1,0.46%,316,306,3,0.97%,337,626,5,0.8%,343,330,2,0.58%,320
August,5,18:30,110,1,0.61%,325,275,2,0.89%,333,558,4,0.68%,345,292,1,0.51%,321
August,5,19:00,74,0,0.35%,330,247,3,1.06%,331,498,4,0.74%,343,269,3,0.95%,314
August,5,19:30,58,0,0.73%,317,224,2,0.72%,326,443,5,1.23%,342,245,4,1.55%,326
August,5,20:00,45,1,1.44%,316,196,3,1.71%,329,386,5,1.36%,342,215,4,2.01%,317
August,5,20:30,38,1,2.65%,308,169,2,1.1%,321,334,2,0.68%,337,188,2,0.99%,311
August,5,21:00,29,1,2.97%,310,140,2,1.09%,321,279,1,0.28%,336,153,5,2.96%,317
August,5,21:30,22,0,1.63%,317,117,1,0.72%,322,231,1,0.28%,335,132,2,1.17%,319
August,5,22:00,18,0,0.67%,320,95,1,0.89%,316,190,1,0.48%,331,108,1,0.98%,320
August,5,22:30,13,2,13.16%,311,75,1,0.78%,308,151,0,0.33%,323,90,1,0.67%,316
August,5,23:00,10,1,6.74%,330,56,0,0.69%,299,116,0,0.2%,320,70,0,0.37%,316
August,5,23:30,8,0,2.57%,296,43,0,0.57%,300,92,0,0.28%,319,55,0,0.62%,311
August,6,0:00,5,0,1.71%,393,30,1,1.74%,310,64,0,0.63%,325,39,0,0.74%,313
August,6,0:30,4,0,2.31%,337,21,0,0.84%,298,48,0,0.36%,321,27,0,0.27%,325
August,6,1:00,3,0,2.28%,371,10,0,2.09%,356,35,0,0.94%,317,21,0,0.5%,340
August,6,1:30,2,0,2.8%,323,6,0,3.25%,321,26,0,1.08%,319,16,0,1.1%,332
August,6,2:00,2,0,0.9%,371,4,0,1.6%,334,18,0,2.64%,296,11,0,2.83%,334
August,6,2:30,2,0,0.43%,331,3,0,0.87%,367,16,0,2.29%,314,8,0,1.61%,335
August,6,3:00,2,0,0.33%,343,3,0,0.62%,376,12,0,3.21%,322,3,0,4.17%,390
August,6,3:30,2,0,0.0%,386,3,0,0.0%,318,11,0,0.34%,334,2,0,2.99%,285
August,6,4:00,2,0,0.0%,273,2,0,1.54%,301,10,0,1.15%,337,2,0,2.39%,436
August,6,4:30,2,0,0.0%,253,2,0,1.37%,282,10,0,1.1%,326,3,0,5.0%,355
August,6,5:00,2,0,0.0%,273,2,0,0.73%,347,12,0,0.8%,333,3,0,2.44%,294
August,6,5:30,2,0,0.76%,318,3,0,1.52%,323,15,0,1.36%,300,3,0,0.27%,324
August,6,6:00,2,0,2.7%,275,4,0,3.07%,314,24,0,0.37%,270,10,0,1.36%,243
August,6,6:30,4,1,16.15%,280,6,2,27.26%,367,42,1,1.7%,262,19,1,4.5%,266
August,6,7:00,8,1,7.09%,277,19,0,1.22%,269,74,0,0.49%,264,33,0,0.79%,266
August,6,7:30,13,1,5.95%,326,31,1,3.09%,289,120,1,1.05%,261,55,1,0.98%,273
August,6,8:00,38,0,1.14%,269,60,0,0.58%,281,219,1,0.41%,281,99,1,0.56%,277
August,6,8:30,66,1,1.37%,299,92,1,1.28%,302,320,2,0.53%,298,145,2,1.06%,287
August,6,9:00,97,1,0.7%,299,147,1,0.44%,299,453,2,0.36%,305,214,2,0.76%,288
August,6,9:30,123,1,0.68%,309,187,1,0.61%,313,573,6,0.97%,313,262,4,1.43%,293
August,6,10:00,144,1,0.45%,308,230,1,0.63%,314,676,5,0.67%,317,311,4,1.36%,300
August,6,10:30,168,1,0.45%,306,258,5,2.11%,326,748,9,1.19%,326,346,10,2.95%,308
